# http://finance.yahoo.com/quote/GOOG/history?ltr=1,,,,
# Open,High,Low,Volume,Close
933.080017,937,921.960022,-0.009575114,928.450012
941.130005,942.47998,935.150024,-0.002123018,937.340027
931.76001,941.97998,931.76001,0.010390395,939.330017
920.049988,930.81897,919.650024,0.008907375,929.570007
905.099976,923.330017,905,0.008119029,921.289978
916,919.244995,911.869995,-0.002276203,913.809998
923.48999,925.554993,915.5,-0.005885001,915.890015
928.659973,930.840027,915.5,-0.006208721,921.280029
921.929993,929.929993,919.359985,0.002491907,927
912.719971,925.859985,911.474976,0.019498458,924.690002
910,913,903.400024,-0.004422838,906.659973
910.309998,915.275024,907.153992,-0.000340405,910.669983
925.780029,926.859985,910.97998,-0.017541595,910.97998
925.289978,932.700012,923.445007,0.005113544,926.960022
924.22998,926.549988,919.820007,-0.000487966,922.219971
922.530029,924.66803,918.190002,0.008973922,922.669983
907.969971,917.780029,905.580017,0.007819448,914.390015
917.549988,919.26001,906.130005,-0.017261181,907.23999
920.609985,925.97998,917.25,-0.004214925,922.900024
927.090027,935.814026,925.609985,-0.00277302,926.789978
929.059998,931.700012,926.5,0.001506373,929.359985
926.75,930.307007,923.030029,0.004644594,927.960022
930.340027,932.23999,922.23999,-0.007297126,923.650024
928.609985,932.599976,916.679993,-0.000472922,930.390015
932.380005,937.447021,929.26001,0.000354541,930.830017
941.890015,943.590027,926.039978,-0.011853873,930.5
929.400024,943.830017,927.5,0.007902034,941.530029
951.780029,951.780029,920,-0.014677344,934.090027
954.679993,955,942.278992,-0.003059743,947.799988
953.809998,959.700012,945.400024,-0.031177043,950.700012
972.219971,986.200012,970.77002,0.007568847,980.340027
962.25,973.22998,960.150024,0.004902725,972.919983
975,975.900024,961.51001,-0.002830131,968.150024
967.840027,973.039978,964.030029,0.005654596,970.890015
953,968.039978,950.599976,0.012409406,965.400024
957,960.73999,949.241028,-0.002695567,953.419983
952,956.909973,948.005005,0.009236516,955.98999
946.289978,954.450012,943.01001,0.003515727,947.159973
938.679993,946.299988,934.469971,0.014557696,943.830017
929.539978,931.429993,922,0.001387004,930.090027
921.77002,930.380005,919.590027,0.010992637,928.799988
908.849976,921.539978,908.849976,0.012954664,918.590027
904.119995,914.94397,899.700012,-0.005536644,906.690002
901.76001,914.51001,898.5,0.014269899,911.710022
912.179993,913.940002,894.789978,-0.01116053,898.700012
926.049988,926.049988,908.309998,-0.009969956,908.72998
929.919983,931.26001,910.619995,-0.02473334,917.789978
929,942.75,916,0.013992677,940.48999
942.460022,948.289978,926.849976,-0.02689442,927.330017
969.900024,973.309998,950.789978,-0.013987637,952.27002
956.830017,966,954.200012,0.008802908,965.590027
958.700012,960.719971,954.549988,-0.002465792,957.090027
953.640015,960.099976,950.76001,0.009192774,959.450012
957.52002,961.619995,950.01001,-0.007090024,950.630005
949.960022,959.98999,949.049988,0.018373216,957.369995
940,942.039978,931.594971,-0.002692086,939.780029
933.969971,943.338989,924.440002,-0.008967338,942.309998
959.919983,961.150024,942.25,-0.002776741,950.76001
951.909973,959.97998,944.090027,0.011013216,953.400024
939.559998,949.35498,915.232971,-0.007349658,942.900024
984.5,984.5,935.630005,-0.035353648,949.830017
982.349976,984.570007,977.200012,0.002511639,983.409973
980,983.97998,975.940002,0.004454905,980.940002
983.159973,988.25,975.140015,-0.00728057,976.570007
976.549988,986.909973,975.099976,0.008214071,983.679993
969.460022,975.880005,966,0.008866302,975.599976
968.950012,971.5,960.01001,0.002161463,966.950012
975.02002,979.27002,960.179993,-0.011421367,964.859985
970.309998,976.200012,969.48999,0.004519033,975.880005
969.700012,974.97998,965.030029,0.001986673,971.469971
957.330017,972.629028,955.469971,0.015038014,969.539978
952.97998,955.090027,949.5,0.006429604,954.960022
947.919983,951.46698,942.575012,0.00733545,948.820007
935,941.882996,935,0.008334546,941.859985
931.469971,937.755005,931,0.004036381,934.01001
921,933.169983,918.75,0.011416403,930.23999
935.669983,939.333008,918.140015,-0.02542355,919.619995
940,943.109985,937.580017,0.006277819,943
932.950012,938.25,929.340027,0.005186372,937.080017
931.530029,933.440002,927.849976,0.001737782,932.219971
925.320007,932.530029,923.030029,0.001955671,930.599976
931.97998,932,925.159973,-0.0036499,928.780029
936.950012,937.5,929.530029,-0.002284996,932.169983
926.119995,936.924988,925.26001,0.007674176,934.299988
933.539978,934.900024,925.200012,-0.004886012,927.130005
926.070007,935.929993,924.590027,0.004958885,931.659973
914.859985,928.099976,912.54303,0.011434217,927.039978
909.619995,920.77002,909.453003,0.004222857,916.440002
901.940002,915.679993,901.450012,0.007243263,912.570007
910.659973,916.849976,905.77002,0.035001569,905.960022
873.599976,875.400024,870.380005,0.002882494,874.25
874.22998,876.049988,867.747986,-0.000653881,871.72998
865,875,862.809998,0.010936579,872.299988
851.200012,863.450012,849.859985,0.022683026,862.76001
842.880005,843.880005,840.599976,0.001826371,843.190002
841.440002,845.200012,839.320007,0.004087212,841.650024
839.789978,842.219971,836.289978,0.001658314,838.210022
834.219971,838.929993,832.710022,-0.000418221,836.820007
825.01001,837.75,824.469971,0.016257134,837.169983
822.140015,826.380005,821.440002,-0.000922834,823.559998
821.929993,826.659973,821.02002,0.001176765,824.320007
824.710022,827.427002,817.02002,-0.001676084,823.349976
825.390015,829.349976,823.77002,7.27474E-05,824.72998
827.960022,828.484985,820.513,-0.003892493,824.669983
832.400024,836.390015,826.460022,-0.004263864,827.880005
835.51001,842.450012,830.719971,-0.003800813,831.409973
831.359985,835.179993,829.036011,-0.0047689,834.570007
829.219971,840.849976,829.219971,0.010720875,838.549988
828.969971,831.640015,827.390015,-0.002338592,829.559998
833.5,833.679993,829,0.000108271,831.5
825,832.765015,822.380005,0.012617109,831.409973
820.409973,825.98999,814.026978,0.001717552,820.919983
806.950012,821.630005,803.369995,0.006198847,819.51001
820.080017,821.929993,808.890015,-0.003867765,814.429993
821,822.570007,812.257019,-0.014689706,817.580017
831.909973,835.549988,827.179993,-0.001048705,829.590027
851.400024,853.5,829.02002,-0.021602487,830.460022
850.01001,850.219971,845.150024,-0.00438469,848.400024
851.609985,853.400024,847.109985,0.003919596,852.119995
849.030029,850.849976,846.130005,0.001861515,848.780029
847.590027,848.630005,840.77002,0.001864987,847.200012
843.640015,847.23999,840.799988,9.46252E-05,845.619995
844,848.684998,843.25,0.002708302,845.539978
843.280029,844.909973,839.5,0.005419516,843.25
836,842,834.210022,0.003946676,838.679993
833.51001,838.150024,831.789978,0.004141904,835.369995
827.400024,833.409973,826.52002,0.004964412,831.909973
826.950012,828.880005,822.400024,-0.001570451,827.780029
830.559998,831.359985,825.750977,-0.001869528,829.080017
833.849976,834.51001,829.640015,-0.005549986,830.630005
828.849976,836.255005,827.26001,0.014403008,835.23999
825.609985,828.539978,820.200012,-0.007373582,823.210022
824.549988,830.5,824,0.000771771,829.280029
827.72998,829,824.200012,-0.003246285,828.640015
830.119995,832.460022,822.880005,0.000685657,831.330017
828.659973,833.25,828.640015,-0.001083301,830.76001
828.659973,833.450012,828.349976,0.004316627,831.659973
823.02002,828.070007,821.655029,0.004721864,828.070007
819.929993,824.400024,818.97998,0.006285179,824.159973
819.359985,823,818.469971,-0.001794955,818.97998
819,823,816,0.001474827,820.450012
816,820.958984,815.48999,0.006798993,819.23999
811.700012,815.25,809.780029,0.005051169,813.669983
809.51001,810.659973,804.539978,0.001457573,809.559998
807,811.840027,803.190002,0.001744271,808.380005
803.98999,810.5,801.780029,0.006976646,806.969971
799.700012,801.669983,795.25,-0.00018714,801.340027
802.98999,806,800.369995,0.003693073,801.48999
793.799988,802.700012,792,0.003550301,798.530029
799.679993,801.190002,791.190002,-0.001376119,795.695007
796.859985,801.25,790.52002,-0.006940385,796.789978
814.659973,815.840027,799.799988,-0.02616162,802.320007
834.710022,841.950012,820.440002,-0.010737178,823.309998
837.809998,838,827.01001,-0.004229957,832.150024
829.619995,835.77002,825.059998,0.014120392,835.669983
822.299988,825.900024,817.820984,0.00553485,823.869995
807.25,820.869995,803.73999,0.017441479,819.309998
806.909973,806.909973,801.690002,0.003534113,805.02002
805.119995,809.47998,801.799988,-0.004855573,802.174988
805.809998,806.205017,800.98999,0.001811284,806.070007
807.080017,807.140015,800.369995,-0.004064106,804.609985
807.47998,811.223999,806.690002,0.001881492,807.880005
807.140015,807.390015,799.169983,-0.001922204,806.359985
805,808.150024,801.369995,0.00386181,807.909973
807.859985,809.130005,803.51001,-0.002311219,804.789978
806.400024,809.966003,802.830017,0.000619847,806.650024
795.26001,807.900024,792.203979,0.015046832,806.150024
786.080017,794.47998,785.02002,0.008967023,794.02002
788.359985,791.340027,783.159973,0.000965827,786.900024
778.809998,789.630005,775.799988,0.018215595,786.140015
782.75,782.780029,770.409973,-0.014213121,771.820007
783.330017,785.929993,778.919983,-0.002887122,782.789978
793.700012,794.22998,783.200012,-0.008279728,785.049988
790.679993,797.859985,787.656982,0.002071903,791.549988
790.900024,792.73999,787.280029,-0.001709102,789.909973
792.359985,793.320007,788.580017,-0.004170548,791.26001
795.840027,796.676025,787.099976,-0.002340899,794.559998
796.76001,798.650024,793.27002,0.002787438,796.419983
790.219971,797.659973,786.27002,0.004281068,794.200012
800.400024,800.856018,790.289978,-0.008915008,790.799988
797.340027,803,792.919983,0.000977589,797.849976
797.400024,804,794.01001,0.001216996,797.070007
793.900024,804.380005,793.340027,0.008579269,796.099976
785.039978,791.25,784.35498,0.008579269,789.27002
